numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07335;20230201000000;103210;-20;8;210;1.700000;276.750000;275.750000;93;16050;0;mq;mq;100;7;1250;mq;mq;mq;101700;mq;mq;10;mq;mq;mq;mq;277.850000;mq;mq;2.000000;2.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;1320;8;mq;6780;mq;mq;mq;mq;mq;mq;
07434;20230201000000;103200;-30;7;10;2.500000;276.850000;275.250000;89;26140;0;mq;mq;mq;3;800;mq;mq;mq;98230;mq;mq;-10;mq;mq;mq;mq;276.950000;mq;mq;4.100000;4.100000;-10;2;0.000000;mq;mq;0.000000;0.000000;-0.100000;0.400000;0.800000;mq;mq;mq;mq;3;mq;840;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20230201000000;103150;-60;6;50;2.000000;276.750000;273.950000;82;21610;0;mq;mq;100;8;800;mq;mq;mq;99050;mq;mq;-30;mq;mq;mq;mq;275.550000;mq;mq;2.600000;2.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;8;mq;990;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20230201000000;mq;-80;8;290;2.700000;275.150000;271.850000;79;20000;0;mq;mq;100;8;800;mq;mq;mq;93080;92500;883;100;mq;mq;mq;mq;273.150000;mq;mq;5.000000;6.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;8;mq;690;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20230201000000;103070;-90;6;290;1.300000;278.050000;275.050000;81;30000;3;2;2;100;8;1250;35;mq;mq;100090;mq;mq;80;mq;mq;mq;mq;mq;mq;mq;2.400000;3.600000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;6;1000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20230201000000;103270;-10;8;290;1.300000;277.650000;276.650000;93;290;44;mq;mq;mq;0;mq;mq;mq;mq;102660;mq;mq;-60;mq;mq;mq;mq;274.050000;mq;mq;1.900000;2.900000;-10;1;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20230201000000;103180;-50;8;180;0.600000;279.150000;279.050000;99;280;44;mq;mq;100;8;80;mq;mq;mq;99960;mq;mq;-110;mq;mq;mq;mq;278.950000;mq;mq;1.000000;1.700000;-10;2;0.000000;mq;mq;0.000000;-0.100000;-0.100000;0.200000;0.600000;mq;mq;mq;mq;7;mq;90;8;mq;300;mq;mq;mq;mq;mq;mq;
07558;20230201000000;103030;-60;8;10;5.300000;275.850000;273.450000;84;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;94420;mq;mq;100;mq;mq;mq;mq;273.650000;mq;mq;7.400000;9.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20230201000000;102810;-10;8;10;5.200000;279.650000;273.950000;67;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;101890;mq;mq;140;mq;mq;mq;mq;277.150000;mq;mq;11.200000;11.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20230201000000;mq;10;8;30;2.300000;271.050000;267.050000;74;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;92240;mq;mq;420;mq;266.450000;mq;281.350000;mq;mq;mq;mq;mq;mq;mq;0.030000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20230201000000;103270;0;0;0;0.000000;280.150000;278.750000;91;60000;0;mq;mq;100;8;1250;mq;mq;mq;102530;mq;mq;-120;mq;mq;mq;mq;280.250000;mq;mq;0.500000;1.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;8;mq;1440;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20230201000000;103320;10;3;180;2.400000;278.050000;274.350000;77;27630;0;mq;mq;100;8;1250;mq;mq;mq;98830;mq;mq;-100;mq;mq;mq;mq;276.650000;mq;mq;3.700000;4.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;1050;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20230201000000;103350;20;2;0;0.000000;276.750000;273.750000;81;20000;0;mq;mq;100;8;800;mq;mq;mq;98230;mq;mq;-90;mq;mq;mq;mq;276.650000;mq;mq;0.800000;1.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;930;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20230201000000;103220;0;0;260;0.800000;280.250000;277.050000;80;31550;0;mq;mq;100;8;800;mq;mq;mq;101360;mq;mq;-140;mq;mq;mq;mq;278.350000;mq;mq;2.200000;2.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;900;8;mq;1410;mq;mq;mq;mq;mq;mq;
07643;20230201000000;102780;20;1;350;2.200000;276.150000;273.250000;81;28010;0;mq;mq;mq;0;mq;mq;mq;mq;102680;mq;mq;280;mq;mq;mq;mq;275.850000;mq;mq;3.400000;3.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20230201000000;102480;-50;8;340;1.100000;278.950000;273.050000;66;54320;0;mq;mq;mq;1;4140;mq;mq;mq;102080;mq;mq;450;mq;mq;mq;mq;273.150000;mq;mq;1.900000;7.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;4140;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20230201000000;mq;mq;mq;80;3.500000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4.200000;5.200000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20230201000000;102300;-60;8;300;3.400000;281.250000;276.350000;71;40000;2;2;2;90;0;mq;30;20;12;101980;mq;mq;500;mq;mq;mq;mq;278.950000;mq;mq;5.000000;6.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;0;6000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20230201000000;102820;50;1;300;5.300000;282.650000;274.750000;58;60000;0;mq;mq;mq;0;mq;mq;mq;mq;102280;mq;mq;50;mq;mq;mq;mq;277.950000;mq;mq;11.800000;11.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20230201000000;102490;-60;8;30;3.800000;278.350000;276.050000;85;34640;0;mq;mq;mq;0;mq;mq;mq;mq;102380;mq;mq;450;mq;mq;mq;mq;276.750000;mq;mq;5.800000;5.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20230201000000;102420;-50;5;230;3.600000;280.950000;276.450000;73;60000;0;mq;mq;mq;0;mq;mq;mq;mq;102270;mq;mq;540;mq;mq;mq;mq;277.750000;mq;mq;6.700000;8.400000;-10;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20230201000000;100990;110;7;220;3.400000;301.450000;297.850000;81;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100940;mq;mq;-30;mq;300.850000;mq;304.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20230201000000;101290;130;8;mq;mq;298.850000;294.250000;76;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101220;mq;mq;-40;mq;298.450000;mq;302.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20230201000000;mq;100;6;150;5.600000;300.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100890;mq;mq;-50;mq;300.250000;mq;305.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20230201000000;101150;-120;6;180;3.000000;296.250000;295.450000;95;39800;0;mq;mq;mq;0;mq;mq;mq;mq;101000;mq;mq;40;mq;mq;mq;mq;mq;mq;mq;3.700000;3.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;4.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61996;20230201000000;100970;250;3;220;1.400000;289.450000;286.350000;82;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100630;mq;mq;-400;mq;289.450000;mq;297.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;13.100000;16.700000;17.900000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20230201000000;101550;130;2;210;9.300000;277.050000;273.950000;80;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99750;mq;mq;1100;mq;276.450000;mq;280.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.200000;0.200000;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20230201000000;98770;690;2;260;13.900000;276.750000;273.450000;79;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98410;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;20.600000;-10;mq;mq;mq;mq;0.000000;mq;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20230201000000;101050;-130;6;220;4.900000;300.850000;297.850000;84;20000;0;mq;mq;90;7;3720;mq;mq;mq;100970;mq;mq;20;mq;mq;mq;mq;mq;mq;mq;6.700000;7.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;3720;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20230201000000;100610;-450;8;190;8.800000;275.550000;275.250000;98;3410;61;mq;mq;100;8;150;mq;mq;mq;100520;mq;mq;-1190;mq;mq;mq;mq;273.450000;mq;mq;11.700000;12.000000;-10;mq;mq;mq;mq;0.400000;5.200000;5.200000;5.200000;5.200000;mq;mq;mq;mq;8;mq;120;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78890;20230201000000;101520;150;1;30;8.000000;298.050000;293.050000;74;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101200;mq;mq;30;mq;297.050000;mq;301.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20230201000000;101670;150;2;60;8.000000;297.750000;290.950000;66;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101150;mq;mq;40;mq;294.750000;mq;301.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20230201000000;101580;160;1;10;0.500000;295.750000;292.750000;83;39150;mq;mq;mq;mq;mq;mq;mq;mq;mq;101490;mq;mq;30;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20230201000000;101560;190;3;60;5.500000;298.050000;293.550000;76;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101110;mq;mq;70;mq;294.750000;mq;300.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.200000;0.200000;0.600000;1.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20230201000000;101540;190;3;40;1.200000;296.650000;293.350000;82;59810;0;mq;mq;mq;0;mq;mq;mq;mq;101450;mq;mq;80;mq;mq;mq;mq;mq;mq;mq;2.400000;2.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;1.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81401;20230201000000;101210;180;3;360;0.800000;297.250000;296.250000;94;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101150;mq;mq;70;mq;295.750000;mq;303.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;2.200000;17.300000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20230201000000;101210;200;3;10;1.200000;297.550000;296.150000;92;53860;0;mq;mq;75;2;450;mq;mq;mq;101120;mq;mq;10;303.050000;mq;303.050000;mq;298.550000;mq;mq;1.700000;2.300000;-10;mq;mq;mq;mq;0.000000;0.200000;0.200000;0.200000;11.700000;mq;mq;mq;mq;2;mq;570;6;mq;2100;mq;mq;mq;mq;mq;mq;
81408;20230201000000;101160;230;3;330;0.700000;298.050000;296.850000;93;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101080;mq;mq;60;mq;295.550000;mq;305.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;1.000000;2.800000;2.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20230201000000;mq;mq;mq;330;1.100000;298.250000;296.450000;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;295.550000;mq;303.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;1.000000;17.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20230201000000;98430;140;1;130;15.400000;272.550000;267.550000;66;15000;2;1;1;100;5;1250;35;27;60;97900;mq;mq;mq;270.050000;mq;272.950000;mq;mq;mq;mq;22.600000;26.200000;-60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;5;6;990;7;3;1800;mq;mq;mq;mq;mq;mq;
07005;20230201030000;102610;0;0;280;6.000000;279.250000;276.750000;84;16630;0;mq;mq;mq;mq;mq;mq;mq;mq;101710;mq;mq;-180;mq;mq;mq;mq;277.550000;mq;mq;8.700000;12.300000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20230201030000;102440;-20;6;250;4.800000;277.950000;275.350000;83;31500;0;mq;mq;mq;1;6540;mq;mq;mq;101850;mq;mq;-290;mq;mq;mq;mq;276.350000;mq;mq;6.100000;7.800000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;0.400000;mq;mq;mq;mq;1;mq;6540;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20230201030000;102910;-40;8;280;7.000000;282.650000;277.650000;71;14000;3;2;mq;100;8;800;35;mq;mq;102800;mq;mq;-20;mq;mq;mq;mq;mq;mq;mq;9.800000;10.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;6;700;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20230201030000;102990;30;2;270;4.300000;278.850000;276.350000;84;18200;0;mq;mq;mq;5;1250;mq;mq;mq;102150;mq;mq;0;mq;mq;mq;mq;278.550000;mq;mq;6.000000;8.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;5;mq;1110;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20230201030000;102820;30;3;290;5.400000;280.050000;275.950000;75;17120;0;mq;mq;100;8;800;mq;mq;mq;100880;mq;mq;-110;mq;mq;mq;mq;278.350000;mq;mq;8.000000;10.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.400000;0.400000;mq;mq;mq;mq;2;mq;720;8;mq;1110;mq;mq;mq;mq;mq;mq;
07072;20230201030000;102610;-20;8;270;5.200000;280.150000;276.750000;79;20000;0;mq;mq;100;8;1250;mq;mq;mq;101430;mq;mq;-300;mq;mq;mq;mq;278.750000;mq;mq;10.100000;10.600000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;1260;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20230201030000;103250;-10;5;300;1.800000;281.350000;276.950000;74;19360;0;mq;mq;100;8;800;mq;mq;mq;102030;mq;mq;70;mq;mq;mq;mq;278.450000;mq;mq;4.800000;5.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.600000;0.600000;mq;mq;mq;mq;8;mq;900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20230201030000;103140;20;1;270;5.000000;282.350000;277.150000;70;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102420;mq;mq;40;mq;mq;mq;mq;mq;mq;mq;9.100000;10.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.800000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
